age,income,AUM,num_transactions,engagement_score,Risk_Label
62,48707,610536,6,0.39043640553736897,1
61,109839,285300,3,0.5672206581648719,1
35,114066,667522,12,0.3078117466342355,0
60,125673,735150,10,0.13765210338145986,1
37,98169,275697,4,0.4239466903894607,0
67,120283,332049,12,0.13968217008894296,1
27,123795,340803,9,0.33098994318078917,0
57,97963,564475,18,0.1209408836266271,1
30,150403,320503,12,0.09855720805158145,0
74,125309,875698,7,0.5203619517183716,0
34,136408,687230,13,0.339282793121354,0
29,122065,719807,9,0.18336564063864258,0
47,183110,282190,8,0.5039581600684704,0
34,137891,858635,9,0.06547325388714427,0
68,105360,729921,7,0.19150987694916735,0
26,144629,463530,6,0.17018937612327348,0
37,70871,291646,10,0.12277755789319103,1
64,123588,584774,14,0.5339851232943484,0
26,129574,506713,7,0.38375042157506767,0
44,123930,515014,6,0.32084114837947036,0
25,109986,458913,10,0.16784032225288398,0
61,89631,744287,16,0.14859960539472825,1
33,96319,79884,7,0.3361257971990597,1
41,123062,885985,18,0.4120862434107397,0
33,86594,799623,7,0.023224817711769465,0
35,173105,642137,7,0.1659277846999729,0
39,40773,571182,3,0.45877661412485143,0
48,110296,816610,11,0.25083156703293513,0
62,123311,591548,10,0.41780981121810545,0
79,135222,544314,13,0.09537480598484874,1
59,92522,827743,9,0.1506268085157688,1
54,154028,1018679,8,0.24122704718619487,0
55,78185,405798,15,0.016875447503451952,1
73,103016,684959,18,0.519049891004811,0
29,138622,382721,10,0.4721529324561099,0
68,151205,700327,12,0.2739354425880061,1
74,77879,444363,13,0.21645183169951532,1
38,199351,842309,6,0.39113628301145636,0
77,93075,579976,11,0.3828991023216984,1
35,80634,609295,8,0.8012716325446033,0
33,135081,926223,9,0.17928520523937425,0
58,109551,453399,10,0.20210740529641485,1
36,105118,736968,7,0.16447365335526096,0
59,137869,473309,14,0.3450909814481595,1
59,74181,839259,11,0.1556076295805908,1
25,68935,957351,11,0.42475416292712725,0
64,102077,547418,12,0.2346925963424632,1
46,152337,161181,12,0.5198768648537199,0
53,103378,462372,8,0.4462812164262348,0
32,167974,1086527,12,0.09283886828835156,0
35,156030,481577,10,0.1910288614064297,0
65,128488,954204,8,0.4669647141951274,0
61,130191,478742,6,0.3174074305740343,1
38,128460,473800,6,0.26871641748269454,0
54,124791,755837,13,0.2437715672079366,0
59,109012,731868,10,0.19175277068497884,1
45,112494,770434,25,0.31598574015146175,0
61,87901,600982,13,0.14096246253443684,1
29,53698,806872,6,0.09087263542828625,0
43,153122,792300,14,0.14089882606553694,0
38,124717,829805,22,0.4240152472889773,0
50,120186,475288,9,0.2433651647384903,0
28,131953,806725,22,0.2028328950194928,0
49,95148,495732,6,0.5051129469138537,0
69,89968,568579,7,0.4388312336719841,0
66,111489,564474,7,0.31089171176038916,1
49,161042,400379,6,0.048513292360002076,0
42,84937,252896,13,0.29832596325794836,1
64,41188,844744,7,0.4513315793684489,0
32,104357,459550,11,0.2364546947766777,0
63,154280,546052,8,0.4006777546685723,0
64,68023,453856,7,0.23668655858403406,1
38,84591,548669,14,0.3190942596607084,0
56,127906,498819,18,0.10245083432918865,1
75,197097,855816,11,0.5692746064464079,0
62,79253,481899,10,0.5284295176921833,1
57,78091,942910,11,0.31252883477306936,1
47,130160,827854,3,0.5530153712492558,0
39,156140,505110,6,0.35299592580763284,0
57,101277,663962,9,0.34976630385959184,0
49,71358,703869,5,0.3883383810951093,0
41,133012,768321,10,0.4387398807636249,0
57,138445,788093,11,0.12444753043430332,1
71,173359,637326,11,0.22040268910753666,1
79,139708,409115,11,0.27064388628226316,1
26,144841,728177,12,0.3115796321368484,0
38,112135,552698,9,0.12536023015546532,0
77,193245,42159,4,0.16022580610065193,1
64,108055,678055,10,0.4579419169846952,0
64,101642,453177,7,0.20860951131237532,1
75,174285,508322,8,0.2401293234630821,1
63,75772,601204,10,0.4509988390085832,1
75,64577,289270,8,0.5755016513337503,1
30,123586,627808,3,0.05686971485192804,0
30,119947,536658,12,0.18457547556734297,0
27,113163,424556,13,0.2527219329181842,0
31,149817,609248,9,0.4163627481502918,0
75,92753,261960,5,0.16382281641333776,1
32,121925,615125,11,0.09544844850333457,0
66,109196,694119,19,0.001701293977305719,0
76,93263,661049,10,0.3232288374746697,1
39,118144,757776,6,0.36276658499640624,0
71,145577,833070,3,0.0972624614909904,1
53,183617,583730,10,0.27186016025990456,0
57,137382,819089,14,0.19151115925815784,1
76,44674,582982,11,0.38637677602765624,1
54,118855,460107,11,0.5158433125267725,0
63,121494,521449,10,0.24340775485719168,1
51,148086,653395,3,0.4010405105025916,0
60,125544,817035,6,0.5044195794668518,0
53,157592,600292,8,0.4899390621891944,0
62,131750,465268,8,0.3365005902866162,1
57,166763,888852,16,0.33884128520838386,1
61,106837,313036,14,0.49266041013784473,1
51,124330,466558,4,0.17312781165614816,0
79,144799,778556,20,0.09500902545615014,0
57,102834,953291,11,0.2162641930487554,1
28,96299,696136,10,0.3926408382897064,0
46,101119,649977,13,0.5327632013026052,0
26,97523,541826,9,0.15661130722686792,0
34,135676,709614,13,0.40592096209016637,0
29,64955,625873,4,0.4279121442594362,0
34,73320,449093,8,0.2279583490027785,1
57,175882,538201,14,0.0717796035468525,1
78,98247,426510,7,0.17226235219831595,1
62,126000,602723,14,0.08601973547072674,1
37,75325,632367,15,0.17286888232885447,0
55,122823,926876,6,0.09779022335787389,0
71,98429,480520,13,0.27221819444653195,1
60,73107,563844,8,0.24502416131205113,1
69,160107,851836,4,0.5379939401358976,0
48,155476,961017,28,0.31641955157822177,0
76,116779,694942,12,0.17413382216718526,1
39,149982,549287,4,0.26579598716689884,0
53,177098,505396,5,0.20971217904258496,0
32,142622,231386,10,0.11694140322320681,0
29,134390,414446,8,0.33892050926033934,0
53,125968,620312,11,0.19815357080220877,0
71,139484,563802,13,0.17226295985168838,1
28,109082,724681,19,0.01544737140142055,0
36,111700,560959,9,0.1360727240945231,0
69,133526,454788,8,0.5900099154908501,1
26,105784,668268,11,0.10759677847415901,0
51,109026,1101053,8,0.28989123566166214,0
55,120005,536530,11,0.6799331184189162,0
75,154518,627777,6,0.34312736203459865,1
75,86020,769385,7,0.26288033507165715,1
60,142775,485676,14,0.4214271766931875,1
60,143753,854551,14,0.0217485025028069,1
50,143574,284191,14,0.15900100925746763,0
67,95797,518454,11,0.11433948936633485,1
51,69219,537755,7,0.5288309017410198,0
29,136791,630231,7,0.010704463117212447,0
44,125626,205703,4,0.18015663753360386,0
35,150131,870547,4,0.22012258174470659,0
34,98983,682843,12,0.1987519511662004,0
64,142803,824566,8,0.523445939739308,0
62,151632,922607,20,0.19859037945356933,1
30,117140,451887,11,0.39186559390000975,0
32,132507,101129,9,0.560296865505369,0
47,131458,829273,18,0.2774876491738805,0
71,95355,542723,10,0.3094132985491916,1
50,135932,373366,6,0.3304060621887701,0
70,168674,715259,10,0.17332144935374827,0
67,120666,1092711,14,0.10566498987115329,1
36,76172,578218,8,0.42235729138390776,0
50,99383,790223,7,0.33642724841791616,0
37,66617,402499,6,0.22171839879517605,1
64,158707,262648,7,0.14805994141110093,1
42,142923,782788,2,0.49714914080410105,0
49,104958,709214,9,0.027537306988489725,0
57,77458,506859,19,0.14743315769689258,1
71,95001,941243,7,0.3594551627293773,1
64,100851,247102,12,0.33363000464677045,1
67,123282,353993,11,0.18386626934192035,1
36,122272,491426,11,0.02715935388301404,0
68,160242,528720,5,0.1167022515689929,1
60,99217,893070,13,0.5057764559189537,1
72,74754,609839,6,0.2260827700814827,1
28,85290,561409,7,0.3631552912131003,0
29,119309,345998,7,0.06260530918136167,0
61,98139,817326,16,0.3091323962390554,1
32,111239,372671,15,0.14883277602496217,0
66,106378,345077,8,0.04735823932705515,1
73,149707,519948,16,0.13636124358184237,1
52,102391,632638,4,0.42764387390109904,0
55,108679,455971,4,0.31006230637238674,0
33,141518,741403,10,0.5017886902977957,0
78,103050,543404,23,0.3582338484285957,1
75,132696,810553,3,0.3493878814573424,1
53,129944,701022,14,0.129800689067364,0
38,124252,958295,11,0.335690112787874,0
64,85968,511554,20,0.3392124269296128,1
65,156893,768794,17,0.30823690800105213,1
46,186620,242637,29,0.1843727004524768,0
35,120264,1178331,10,0.20906775438823544,0
47,88609,758789,6,0.44742929930228453,0
25,120873,540738,7,0.11246252054885256,0
70,149695,548174,11,0.3600189602685689,1
61,101544,550595,11,0.6784502507308758,0
45,116133,968007,9,0.30150499517794643,0
50,130219,779709,9,0.4203655918264479,0
70,156091,511336,4,0.3440527333191402,1
60,143262,352236,5,0.06648401597608661,1
78,144506,839220,19,0.3533438801375228,1
47,107211,767709,7,0.19300766643742662,0
25,132057,741274,4,0.21623846458016674,0
78,98341,583251,5,0.4437321957569677,1
79,145365,540076,4,0.09523976997598461,1
75,154536,937044,4,0.22416607514246137,1
64,136600,955653,9,0.3541280545718434,1
39,108977,728024,6,0.27988769638241845,0
45,113888,793968,7,0.21679188780549155,0
71,174195,647219,12,0.1696585218163636,1
33,109478,326002,13,0.1356307964186081,0
77,151499,404051,6,0.3118281355246752,1
33,130166,829236,7,0.5828381382091091,0
34,109975,854741,26,0.2581734801820083,0
76,79660,810825,9,0.33091975943217333,1
77,126348,669210,10,0.05936582203256064,1
50,122733,818259,11,0.004275112333316739,0
65,174196,588372,3,0.11410917397101565,1
59,94194,724278,6,0.37306987587649015,1
76,188843,559063,10,0.14830824471056286,1
49,131364,388642,13,0.15311677381909028,0
50,131334,772914,10,0.12885691052377382,0
35,102207,855024,7,0.4097079968579513,0
62,129441,1094791,5,0.3246172903725738,1
26,134191,652805,18,0.40154678567295643,0
31,148119,390438,13,0.6612848462761728,0
42,90650,534311,7,0.2738549543407005,1
51,162203,572821,11,0.473814388438965,0
58,130842,629699,12,0.4007536736839932,0
51,138246,694175,23,0.397880385981925,0
41,113371,672593,9,0.2754838704954216,0
67,92155,755416,8,0.826512539028704,1
68,122181,639484,7,0.46860655032316045,0
75,125618,154940,20,0.41514104370701677,1
78,78437,645426,8,0.2258657717891291,1
48,143798,617346,24,0.2997239491755273,0
49,149895,710053,11,0.538180175341298,0
31,98110,527703,3,0.3484333348136549,0
76,89322,644705,4,0.36952352524222803,1
30,110911,711248,11,0.29038722057407584,0
77,120716,567991,8,0.377521779751201,1
48,112074,735174,14,0.2809367740383642,0
57,118172,614024,15,0.4749176463713774,0
73,126644,631331,7,0.33833710187570987,1
53,78951,15458,9,0.2374451960758524,1
67,82401,371222,2,0.4829295072128553,1
46,38331,371766,5,0.24280276333683434,1
50,148276,643266,10,0.36423829491076065,0
52,120456,854333,8,0.26569581637696116,0
74,151435,576316,15,0.16915187034045118,1
45,85867,769659,7,0.28150808187824783,0
73,120732,729650,13,0.17733975138561103,1
31,126444,627978,12,0.43219323269636223,0
41,103146,714795,5,0.14101899162608186,0
44,73397,649188,2,0.32408729687463145,1
65,172376,571543,11,0.35880798385193596,1
73,161978,678216,10,0.5639700452889435,0
44,108542,889326,4,0.15189679024633057,0
78,135306,694549,9,0.043608018643062324,1
46,105456,643594,6,0.44820139866639847,0
52,90137,424509,4,0.4267241443928318,0
64,174817,883175,17,0.07648411981415179,0
73,70338,318590,5,0.35213534984323075,1
31,111434,258787,13,0.056190215407837966,0
25,122529,674292,7,0.45847328192598535,0
56,169537,423847,6,0.26220714051600086,1
37,146897,817819,7,0.5758230876545851,0
54,69832,263258,19,0.27028062467780917,1
47,119917,792361,18,0.06099175977718277,0
75,120631,764196,4,0.33410453611674623,1
43,113149,623603,10,0.021008497824792485,0
56,138594,180085,6,0.21406355771813418,1
54,77726,255339,9,0.37425031329950886,1
53,107740,647987,11,0.06990164998423315,0
73,134364,553441,16,0.32569974652292105,0
69,140387,745466,8,0.18058983649675076,1
53,124482,586356,14,0.5281448620699407,0
54,111348,568963,6,0.44803901181778555,0
40,116401,114736,4,0.141091783218724,0
64,142212,764486,11,0.13670046714768963,1
43,121017,470170,14,0.3462890653480689,0
42,88744,520358,9,0.4995433956149023,0
25,82995,386044,8,0.71782169685525,1
38,75310,291917,2,0.2630569054795349,1
75,163667,894427,13,0.17028606812787042,1
71,144223,759097,12,0.20502153171191292,1
74,116805,762399,9,0.16657779092240813,1
26,106386,556697,6,0.14869892586720457,0
78,102782,252415,6,0.39085487868693514,1
52,152797,1020408,8,0.3021879136155899,0
73,177133,684458,15,0.26391677743321246,1
74,101838,627357,7,0.21337427097078265,1
54,154152,528173,12,0.487639461724612,0
62,120840,191088,9,0.0614768049821523,1
75,113627,828311,10,0.23282390587977103,0
28,165126,388459,4,0.3015396399579464,0
25,119695,709313,21,0.5054823405656163,0
32,128890,754166,17,0.12613145382331273,0
53,127448,666831,11,0.2189177983572669,0
79,71232,693994,11,0.18824722368161528,1
63,128652,869223,13,0.28400657198978124,0
27,103119,441516,12,0.2738939030567115,0
56,77365,632900,8,0.42801856484133,1
34,104485,554978,17,0.3103507345578354,0
34,104238,232086,14,0.26791850710868326,0
43,150896,657266,11,0.24803884761470535,0
70,88086,850250,12,0.2067686456167184,1
58,96304,875266,9,0.5854148085347317,1
57,127061,971495,15,0.46645402385892143,0
47,80226,245256,11,0.24790672920407897,1
79,100229,925725,9,0.280693020274623,0
52,70065,636967,5,0.05763268390311378,0
56,147600,920112,11,0.27766819766818607,1
74,110959,521043,8,0.1301033698106648,1
31,119522,493839,7,0.16681018246968066,1
53,147480,356945,7,0.06941409045920074,0
32,98331,755195,6,0.09089767603945392,0
25,110640,702895,20,0.347853337190768,0
79,88310,376598,11,0.06612849631022683,1
27,88244,167172,4,0.4188770407827192,0
48,92382,683049,5,0.20898211276006795,1
47,105225,705834,4,0.253622717382684,0
32,108456,402609,18,0.48945660458678664,0
78,128658,362434,10,0.3866133607586965,1
71,93263,731173,6,0.13363267158315703,1
61,129588,971278,9,0.07272295223887676,1
27,134550,501001,9,0.0777150714706076,0
75,105965,424072,7,0.40380010682312156,0
57,95858,659771,15,0.27289715248097995,1
52,122552,727050,10,0.20578884550592244,0
71,113912,527141,7,0.3742228984843224,1
32,126610,1005018,4,0.21804770853912192,0
58,167095,780337,16,0.1408645306934655,1
59,122059,523745,5,0.21067512534850105,1
56,100823,281503,3,0.12770327976394089,1
48,93273,863884,16,0.2211639454271756,0
38,94433,838386,9,0.30875015336480954,0
56,76117,539449,6,0.38143115875047007,1
70,147982,670115,10,0.2385561204887128,1
67,53001,569906,10,0.33101225904841647,1
40,134643,704119,7,0.10252609607165146,0
28,93958,395010,14,0.130827547726528,1
76,104627,366496,8,0.03474454045356212,1
61,93060,762172,14,0.243113800599977,1
78,163375,787522,6,0.07688040759832156,1
45,120489,501841,14,0.24327744985074445,0
38,143711,450175,10,0.4033980845151664,0
55,159015,829513,21,0.4709670552997801,0
79,124902,456947,9,0.10984878080042172,1
72,84131,611082,8,0.3490066111098302,1
42,113380,585717,5,0.28505185410555794,0
31,97732,306618,6,0.20365333327747254,1
34,104894,638422,11,0.2457307165103347,0
31,117161,618881,2,0.4167988729868368,0
57,115975,672038,6,0.4593897069821304,0
47,132363,631646,10,0.7658432638764933,0
45,136719,1027137,9,0.42972400604293354,0
43,115975,832335,7,0.28885559827597485,0
72,132104,607761,12,0.3657734001772016,1
43,103519,626047,13,0.2688456099935444,0
60,159443,952723,6,0.6407646073328555,0
53,103034,772617,14,0.2975768423734264,0
42,155915,354199,10,0.030634613743890208,0
26,75717,789789,11,0.3877479668003555,1
25,108587,848560,4,0.1782070767192012,0
71,110070,923543,4,0.18327783779904416,1
29,128369,519701,12,0.07055072235493298,0
44,145854,505109,19,0.5242333739271342,0
35,82518,411636,9,0.40378923847711645,0
66,86760,661625,8,0.132485267173438,1
26,77942,746573,24,0.2678284930299199,0
27,159605,497334,7,0.43553568406047954,0
47,128928,571636,2,0.2370634470784156,0
79,87468,189256,9,0.266660074663682,1
36,106707,901889,11,0.33653175490966686,0
44,155452,287004,8,0.21793157871811022,0
29,111656,674955,5,0.3018715452180656,0
61,109884,647650,11,0.40565974891184253,0
62,96561,609161,15,0.22048153353380145,1
54,89250,613759,9,0.19402051163467743,0
33,155499,397643,15,0.296985464697644,0
58,170217,534386,14,0.3818370865322901,0
77,90444,793790,9,0.47843321590543086,1
68,162148,853031,9,0.5878770636661664,0
59,105378,515819,11,0.4716850803181173,0
76,136009,287916,12,0.3905728347309941,1
46,162306,444265,12,0.2956353175145763,0
68,115647,970539,13,0.379290994101784,0
48,110161,456171,5,0.3985858377208709,0
41,144032,580559,4,0.2669655823671291,0
34,86701,883182,5,0.23684528699841367,0
54,154411,494620,10,0.4877405971067236,0
70,124284,566892,8,0.3649666246839967,0
47,102667,758899,10,0.34355131244261533,0
56,101874,942361,9,0.40690854446345004,0
41,78496,470889,8,0.10054612496305683,1
74,103914,878419,8,0.19806347333988614,1
75,112078,543694,10,0.14422139309011814,1
41,88161,422814,18,0.45251374088225477,0
38,118636,649911,4,0.40671149045164673,0
33,134187,368486,14,0.38977583688897954,0
64,113595,694402,9,0.1856825611814211,1
26,139881,1229929,19,0.2977531673746148,0
69,95785,821120,12,0.3897202905766693,1
49,150101,579020,7,0.29817946139326496,0
63,123654,810440,12,0.03732482555234441,1
33,166357,413695,11,0.4889048351519077,0
78,192426,447265,6,0.1946774599734248,1
46,105892,584567,6,0.44431576855657956,0
67,107128,617556,16,0.1479323471194818,1
70,112612,341339,17,0.288675894103825,1
28,137871,538704,15,0.1906096453192185,0
50,159779,571082,7,0.19618408595888648,0
53,100415,908394,10,0.1456710992985199,0
69,131437,341330,14,0.17067320157673113,1
58,115922,322790,14,0.11060964408661687,1
47,138543,635141,11,0.5617379372703534,0
61,165283,830175,10,0.3742372162143228,1
35,112790,710318,23,0.3186330943377934,0
30,69903,660535,9,0.21424891636231339,0
42,142317,542278,13,0.32710792924403154,0
45,95018,735220,11,0.1382765434316976,0
66,115706,765377,6,0.22451177965706828,1
60,143610,548537,7,0.03607882392940362,1
65,128921,410275,10,0.46552548872080574,0
62,116948,411575,10,0.11653529872228796,1
58,102723,775746,9,0.435651292846768,0
41,33003,291145,8,0.4357324417886038,0
61,140949,935411,15,0.12455558017365108,1
49,112411,508774,5,0.15318947615612846,0
62,165400,661906,7,0.2231189611911167,1
36,131940,740342,7,0.22597762939127447,0
47,103766,463262,19,0.4248944922033695,0
77,152006,508020,5,0.18394246970866437,1
66,154533,626394,5,0.4263907272651533,0
46,113429,429255,14,0.08794630972263909,0
45,155809,386471,10,0.16645104785235718,0
51,103340,404443,12,0.17891383299788097,0
55,124789,841829,14,0.3303191515750639,0
30,137142,679584,16,0.2113722002152806,0
51,143543,441366,8,0.38023259932955644,0
64,138645,774551,8,0.04633770291519602,1
58,110020,452448,11,0.5923903269577923,1
36,152810,209917,13,0.4326186862625113,0
69,116267,739361,14,0.2031856531793494,1
77,102929,929246,9,0.25529687013238267,1
31,103369,711607,9,0.6954082876373157,0
34,178199,222532,6,0.07998976461658534,0
69,97740,595288,18,0.5320708620804485,1
41,158749,545084,9,0.3198297220891817,0
50,85935,675642,15,0.3006731568984652,0
45,134637,430546,6,0.24613410785612194,0
52,128912,533304,11,0.08519426371354072,0
70,168636,315983,14,0.47292911870859994,1
26,100367,644354,6,0.38925873617952567,0
78,92080,323420,3,0.2181665636306064,1
67,116504,687484,9,0.18008287438700704,1
25,169944,449890,7,0.28611638672487544,0
75,93475,28282,8,0.4626604513814057,1
77,42347,758751,6,0.12703077559067605,1
60,121793,698808,19,0.15608879688257915,1
75,148485,870588,5,0.47226122313898383,0
50,89585,181976,6,0.11281695513876386,1
53,145437,469090,7,0.32571394823687577,0
45,88922,626318,5,0.1247167654385639,0
35,115603,714341,10,0.38009293007807343,0
64,142580,307423,15,0.07549904838643277,1
35,84376,686291,17,0.5493124320690826,0
60,125445,485644,12,0.06607193539560266,1
73,156449,228984,7,0.14953740122609863,1
63,134218,449863,9,0.11762027876370666,1
64,98381,702875,4,0.2622664703023422,1
59,165561,237340,11,0.7002334328779061,1
78,139751,727410,10,0.31566276393269604,1
58,64186,656675,12,0.2803326154742416,1
79,145927,549228,8,0.3446975589674722,1
71,102858,272960,2,0.2973056201083445,1
48,125896,289010,15,0.14787267061684842,0
78,150240,520303,11,0.15101194688165714,1
46,103511,375011,7,0.28706299369638627,0
29,70632,533248,13,0.14085067351793915,0
57,165166,781236,10,0.5576532626051564,0
60,154937,545395,6,0.12842124753293388,1
71,117382,539911,9,0.06158381032181962,1
44,145602,540069,9,0.07995167931973068,0
43,108918,802680,10,0.1484323586651684,0
59,122909,858673,7,0.19782332212516168,1
76,115671,684386,5,0.1991406536853173,1
67,110131,627318,17,0.09662429042581788,1
41,130779,645912,5,0.2699375402227688,0
69,83754,885590,10,0.28211969735019937,1
67,112452,695250,12,0.060771504384880236,1
58,129434,904487,9,0.08187680023274367,1
33,175143,516183,8,0.5490186019481242,0
50,84973,332886,13,0.1710551650733399,1
26,135616,466188,14,0.5013044481170709,0
77,138904,487440,9,0.3913051561898039,1
33,63698,920905,16,0.197447047665613,1
33,132315,747282,7,0.25466982151929934,0
64,146408,472508,18,0.07653078184367879,1
41,137659,761682,8,0.32251582301947973,0
25,117482,574083,5,0.781593885000516,0
49,129997,926910,9,0.3337214383316913,0
67,125095,533259,8,0.3116970610729419,0
64,69316,292222,12,0.06342430699214952,1
66,125799,562649,7,0.1600389696800956,0
49,108987,533369,16,0.045779134183937434,0
63,98855,331354,10,0.4045873699426884,1
59,194549,717182,7,0.22868076131399312,1
27,157578,884943,13,0.43047433285544195,0
74,85494,375503,8,0.26928259883849,1
61,130399,794542,11,0.20246720046666972,1
68,163740,478673,12,0.4088411026759837,1
68,75114,595056,8,0.49097096057512923,1
75,122309,574045,12,0.16737619264482478,1
54,123722,595057,17,0.40709188516938744,0
62,81765,694616,7,0.17172747041133019,1
58,131386,395163,4,0.1610288434221716,1
36,153487,858660,11,0.39396115264747344,0
43,165241,700708,7,0.12197643856786088,0
61,112519,767116,7,0.12803335396818183,1
68,195049,443986,19,0.05281037338769996,1
73,58260,377045,16,0.150504097795414,1
41,130686,836542,16,0.30658582490600145,0
34,77631,368450,9,0.37393487855323215,1
79,122705,629861,7,0.2144653156411535,1
73,104342,803799,7,0.3061343669733601,1
71,135206,574639,14,0.19903670743218457,1
36,116193,834015,6,0.4818202672175272,0
40,95220,545688,5,0.6483941036002123,0
48,97191,344516,11,0.18072321375787975,1
43,177973,674834,7,0.31198279992897876,0
32,133305,639659,5,0.4675927523723172,0
55,68936,1137595,1,0.40716150178789573,0
45,136523,410978,3,0.173861706909598,0
41,114159,549630,4,0.45212583975745196,0
47,120138,453826,4,0.10729245449150081,0
61,144596,571503,8,0.21966567089091885,1
78,155496,563439,8,0.5086109895830618,0
40,94235,425540,13,0.12074711312149902,1
30,119107,693647,5,0.15668911076743855,0
32,103616,557171,14,0.3612971029644905,0
49,137905,869096,7,0.3690082567207147,0
42,113030,470288,13,0.382930923419693,0
49,120877,972274,9,0.025615768524411435,0
36,111891,655174,8,0.20737242324461203,0
39,116816,854266,6,0.24159726765118528,0
50,171139,623090,21,0.37466578697511127,0
65,191722,443869,7,0.02029043176130568,1
69,131312,547295,3,0.16977597807582567,1
50,117000,322646,9,0.7545307308607846,0
71,72130,577693,8,0.4757386734743617,1
56,97187,634418,9,0.14565562896494436,1
34,116197,609144,6,0.29018244776273106,0
40,98548,866031,8,0.14925945196454662,0
31,101702,570173,7,0.5561522293759964,0
41,167261,221201,9,0.22780519726588835,0
47,120863,1308813,10,0.11216990031075823,0
50,123546,461878,11,0.21826663766608112,0
45,99774,793749,7,0.366304875228878,1
46,155326,299150,8,0.3962191606659538,0
31,113622,649042,10,0.21743908667894044,0
38,104374,441090,18,0.4015709749841906,0
39,72577,35473,18,0.18622986224536692,1
77,118166,543438,3,0.6461037821377559,0
31,103438,589986,5,0.3378610596843012,0
33,170537,556222,4,0.250520237442042,0
75,175316,648622,8,0.08553944743829282,1
72,82941,546098,15,0.4908629707186802,1
32,86335,613829,9,0.7720877666004916,0
74,111710,634022,14,0.0786582326411723,0
47,95518,592964,8,0.1342883684992987,0
53,126522,565844,12,0.2423076017759031,0
42,110201,421269,15,0.2127889725839305,0
55,128415,718889,12,0.26483469072298105,0
54,150482,543400,3,0.3240161187143182,0
76,88073,527234,9,0.6344041708843854,1
63,149856,702458,7,0.07877834844112477,0
59,98140,642391,18,0.551774223177103,1
42,184454,460355,11,0.14883557817023202,0
66,168629,850131,14,0.5020003223684247,0
63,116607,362155,9,0.2166947916643052,1
41,91092,393705,6,0.32422405465100823,1
38,85354,733670,12,0.1922055995850901,0
55,146208,950227,9,0.09341464819941277,0
48,119087,484519,8,0.28939753681180624,1
59,147806,682564,7,0.2700813891948648,1
68,186126,361527,11,0.3616402449597513,1
69,96888,414202,13,0.36101073623068003,1
58,83095,826439,13,0.40741997619032383,1
27,125776,673152,13,0.5720729879826312,0
61,154342,832645,7,0.24900198528154185,1
67,91786,817261,11,0.11596795563622822,1
64,121038,182090,12,0.4089112338985274,0
50,161101,360809,9,0.3957185894337244,0
79,71013,654895,6,0.4816345524092976,1
47,127059,260582,10,0.2851072074457494,0
68,103796,389138,15,0.20671884962189896,1
63,123724,885393,14,0.36843560394471986,1
39,141293,491686,8,0.12931396135944717,1
73,126624,742059,9,0.10783064804032683,1
28,89693,594366,8,0.270726277357556,0
53,104962,464012,15,0.5734588374903233,0
46,162797,267158,8,0.4148712631105079,0
49,129867,646660,8,0.444380938312897,0
37,145209,890921,19,0.08920787846573798,0
42,127508,469694,7,0.3543586498642453,0
57,144273,613719,2,0.23141080592336763,1
40,108115,296042,16,0.2225860291487222,0
69,96974,465564,8,0.1538697920008937,1
66,142910,668176,11,0.40643809472939874,0
68,153821,748743,3,0.5378103124009347,0
26,92571,711189,12,0.4639836181933982,0
79,102721,193689,11,0.08042366202964855,1
59,115103,508613,6,0.31003812212741594,1
66,168594,406543,2,0.4856889841259298,1
58,136894,538194,18,0.010915811231650826,1
54,80277,577761,19,0.04736267740444237,0
79,117210,813270,16,0.02779291243297575,0
37,112623,659047,11,0.10526927737020535,0
37,84801,883566,9,0.20314078276415093,0
42,116856,460097,14,0.09384684330744861,0
56,111298,316584,8,0.17864094318295165,1
56,109151,891048,8,0.1931870452982446,1
59,107778,686691,26,0.30203951481157726,1
63,164141,451345,12,0.29807337985043253,1
70,109088,687564,18,0.18529221950252267,1
76,121490,767051,19,0.19280904787785536,1
53,118237,623838,3,0.582948983149323,0
73,104849,454192,6,0.17542074572360256,1
53,122385,511747,8,0.3850426609635433,0
77,121960,658124,8,0.6054945515791025,0
68,122392,639777,13,0.42737416650949944,0
40,94223,842452,8,0.21617620863652728,0
68,113816,544817,16,0.2462981133782229,1
71,142809,407247,17,0.2990170752855943,1
34,114605,1115410,18,0.07263873175582151,0
54,124853,634897,21,0.2102659152638073,0
49,125011,766852,12,0.27177981058177786,0
63,132521,704369,7,0.2507774491808854,1
44,136759,637314,13,0.3288807101790045,0
29,114775,554451,9,0.28146670681962865,0
25,92659,39236,7,0.17713755244100776,1
54,83438,387355,3,0.39631514597087086,1
73,150530,665823,6,0.32845485552436,0
27,143107,56205,5,0.17814440938751458,0
69,139480,614323,6,0.5106120205907364,0
38,144336,732246,17,0.4111732291069479,0
54,115153,766655,7,0.24632214378601622,0
74,101253,719631,17,0.12324942519972622,1
28,90587,791678,13,0.6097232946031735,0
42,87319,921122,12,0.4425230882641808,0
61,156364,819223,8,0.2525336799956204,1
49,105205,639366,8,0.15073876816908277,0
72,151645,573076,6,0.43632034968260364,0
25,114393,622927,2,0.1606741049509456,0
77,99712,544900,10,0.2690611932404981,1
70,87169,823516,9,0.2907567349754455,1
39,102355,714420,13,0.3154989069065268,0
33,162547,523784,10,0.37144337626581136,0
39,87473,864817,7,0.14261650750294544,0
73,183502,541624,10,0.11222603073865375,1
